RA,Dec,x,y,F814W,err,F475W,err_1,chi_I,chi_B,sharp_I,sharp_B,color
49.5503587,41.4249185,3095.368,4013.511,25.153,0.055,26.887,0.067,0.868,0.615,0.09,0.002,-1.734
49.5494061,41.4248975,3043.974,4015.896,25.492,0.06,27.004,0.088,0.686,0.832,0.046,0.223,-1.512
49.5460469,41.4249354,2862.598,4016.242,24.798,0.062,26.292,0.052,1.363,0.826,0.257,0.191,-1.494
49.5565364,41.4247253,3429.075,4021.737,23.538,0.041,25.373,0.05,1.391,1.563,0.19,0.234,-1.835
49.5671548,41.4242072,4002.893,4049.214,24.16,0.033,25.502,0.036,0.773,0.909,0.079,0.174,-1.342
49.5498262,41.4244123,3067.242,4050.443,24.872,0.061,26.352,0.052,1.185,0.731,0.253,0.12,-1.48
49.5503432,41.4243956,3095.172,4051.165,23.857,0.046,25.332,0.044,1.404,1.34,0.154,0.201,-1.475
49.5497257,41.4240834,3062.223,4074.212,24.323,0.043,26.129,0.056,0.976,0.972,0.15,0.1,-1.806
49.5488401,41.4239613,3014.566,4083.81,24.427,0.032,25.933,0.046,0.605,0.887,0.081,0.107,-1.506
49.550248,41.4234731,3091.163,4117.667,22.102,0.039,23.308,0.024,1.617,1.16,0.171,0.14,-1.206
49.548205,41.4234117,2980.956,4123.956,25.376,0.064,26.995,0.132,0.848,1.479,0.095,0.297,-1.619
49.5517577,41.4227482,3173.546,4168.462,24.843,0.057,26.455,0.067,1.105,0.984,0.214,0.003,-1.612
49.5082099,41.4784038,756.613,201.217,24.437,0.054,25.939,0.052,1.426,1.127,0.233,0.252,-1.502
49.5646428,41.4730237,3806.979,537.277,23.66,0.03,25.249,0.034,0.844,0.983,0.162,-0.12,-1.589
49.5594991,41.4709122,3532.131,694.037,22.719,0.024,24.229,0.028,0.749,1.198,0.089,0.167,-1.51
49.5088138,41.4635504,806.847,1269.978,25.316,0.076,26.918,0.088,1.262,0.956,0.028,-0.079,-1.602
49.5082001,41.463235,774.113,1293.229,23.754,0.044,25.183,0.052,1.413,1.789,0.186,0.111,-1.429
49.5007145,41.459157,375.102,1593.451,22.707,0.042,24.425,0.04,1.705,1.767,0.201,0.182,-1.718
49.5422453,41.4553572,2620.369,1829.658,25.001,0.062,26.629,0.108,1.211,1.689,0.186,-0.036,-1.628
49.5226919,41.453997,1567.01,1945.295,25.195,0.056,26.738,0.099,0.89,1.346,0.097,-0.065,-1.543
49.5102879,41.4469567,906.126,2463.243,25.441,0.06,27.1,0.117,0.805,1.157,0.089,0.1,-1.659
49.5087815,41.4420662,830.655,2816.659,25.167,0.073,26.476,0.057,1,0.655,0.221,0.023,-1.309
49.5217894,41.4355833,1540.409,3271.714,25.24,0.071,26.664,0.109,1.185,1.636,0.182,0.226,-1.424
49.5006346,41.4271069,408.686,3900.819,24.559,0.052,26.298,0.069,1.265,1.212,0.235,0.236,-1.739
49.5558733,41.426355,3391.281,3905.026,23.305,0.044,25.053,0.042,1.613,1.47,0.266,0.173,-1.748
49.5468148,41.426104,2902.625,3931.416,25.178,0.049,26.642,0.098,0.755,1.442,-0.006,0.006,-1.464
49.5064835,41.4260068,725.705,3974.823,25.42,0.076,27.056,0.13,1.144,1.405,0.177,0.011,-1.636
49.508683,41.4250999,845.511,4038.154,25.081,0.051,26.607,0.072,0.869,0.986,0.086,0.121,-1.526
49.5310145,41.4244636,2051.724,4063.893,24.267,0.035,25.71,0.048,0.832,1.222,0.13,0.143,-1.443
49.5498769,41.4241302,3070.324,4070.704,25.281,0.073,26.845,0.087,1.028,0.894,0.273,0.27,-1.564
49.5563099,41.4519205,3383.434,2064.177,24.602,0.054,26.314,0.085,1.273,1.642,0.2,0.253,-1.712
49.5350077,41.4486047,2238.046,2322.359,25.062,0.047,26.378,0.102,0.753,1.917,0.095,0.282,-1.316
49.5023583,41.4290569,499.42,3758.908,24.902,0.05,26.305,0.054,0.941,0.853,0.152,0.167,-1.403
49.5483196,41.4235906,2986.921,4110.975,25.072,0.045,26.407,0.061,0.634,0.898,0.082,0.114,-1.335
49.4971596,41.4405211,205.291,2938.203,22.264,0.032,24.658,0.034,1.282,1.321,0.022,0.211,-2.394
