RA,Dec,x,y,F814W,err,F475W,err_1,chi_I,chi_B,sharp_I,sharp_B,color
49.4064004,41.7115632,4117.754,3013.714,25.137,0.06,26.246,0.078,0.963,0.996,0.223,0.288,-1.109
49.3549369,41.7373842,785.659,3053.204,25.323,0.082,26.864,0.071,1.278,0.382,0.319,0.083,-1.541
49.3819119,41.7231404,2561.093,3074.884,23.489,0.031,24.844,0.042,0.915,1.236,0.09,0.05,-1.355
49.4021453,41.7112047,3944.171,3164.847,25.172,0.065,26.606,0.088,1.046,0.799,0.171,-0.142,-1.434
49.3748834,41.7247156,2185.771,3195.924,25.38,0.079,26.739,0.1,1.161,0.826,0.203,0.17,-1.359
49.3492137,41.7347592,639.7,3383.309,24.647,0.045,26.045,0.059,0.892,0.791,0.133,0.105,-1.398
49.3457638,41.7351579,470.783,3464.842,23.72,0.039,26.091,0.08,1.164,1.194,-0.064,-0.089,-2.371
49.3568046,41.7292968,1198.718,3475.719,25.385,0.074,26.698,0.087,1.077,0.672,0.233,0.122,-1.313
49.3429545,41.7358981,316.25,3506.586,24.963,0.06,26.418,0.07,1.094,0.689,0.216,0.092,-1.455
49.3736855,41.717851,2413.324,3639.374,25.436,0.095,26.678,0.092,1.307,0.734,0.189,0.021,-1.242
49.3744943,41.7142954,2594.427,3825.465,25.013,0.08,26.52,0.114,1.564,1.274,0.29,0.375,-1.507
49.3561617,41.7233156,1414.649,3849.917,24.511,0.048,25.571,0.054,1.061,1.064,0.174,0.178,-1.06
49.3716612,41.7125705,2539.565,4014.143,25.052,0.051,26.215,0.078,0.822,1.016,0.157,0.202,-1.163
49.385298,41.702888,3538.757,4171.959,25.112,0.051,26.4,0.08,0.747,0.863,0.153,0.123,-1.288
49.4148495,41.7468524,3048.264,664.648,24.875,0.069,26.151,0.067,1.408,0.863,0.177,0.181,-1.276
49.3988922,41.7535175,2070.213,756.498,24.919,0.057,26.291,0.094,1.056,1.221,0.178,0.318,-1.372
49.3954482,41.7552609,1846.666,758.219,25.267,0.066,26.911,0.093,0.988,0.573,0.104,0.172,-1.644
49.3939044,41.7559068,1752.001,767.022,23.99,0.034,25.355,0.034,0.808,0.604,0.07,0.069,-1.365
49.3784272,41.7549558,1106.547,1295.361,25.289,0.089,26.846,0.09,1.486,0.58,0.321,0.035,-1.557
49.3604011,41.7593875,128.322,1582.188,25.038,0.061,26.071,0.084,1.047,1.284,-0.089,0.335,-1.033
49.4109647,41.7249049,3774.058,2083.767,25.336,0.089,27.235,0.182,1.363,1.044,0.274,0.15,-1.899
49.3633203,41.7420735,964.908,2519.61,24.807,0.063,26.461,0.087,1.323,0.915,0.032,0.18,-1.654
49.3573152,41.7380042,865.539,2943.937,25.096,0.076,26.61,0.084,1.375,0.726,0.103,0.11,-1.514
49.355879,41.7383562,787.621,2966.854,24.81,0.058,26.491,0.067,1.151,0.587,0.144,0.13,-1.681
49.3557075,41.7381432,788.737,2984.71,25.494,0.06,27.002,0.136,0.685,0.959,0.028,0.278,-1.508
49.3752635,41.7278865,2072.99,2996.375,24.904,0.065,26.258,0.065,1.261,0.733,0.229,0.125,-1.354
49.3528448,41.7378413,674.431,3089.884,25.463,0.062,27.287,0.164,0.752,0.891,-0.04,0.082,-1.824
49.400942,41.7106713,3912.741,3233.183,25.24,0.083,27.215,0.131,1.399,0.698,0.349,0.1,-1.975
49.3736,41.7178884,2408.011,3639.765,24.886,0.041,26.399,0.079,0.555,0.808,0.058,0.113,-1.513
49.4139905,41.7558135,2643.801,159.85,25.299,0.099,26.315,0.082,1.668,0.97,0.4,0.31,-1.016
49.3940294,41.7561602,1747.173,748.194,23.253,0.029,24.618,0.031,0.844,0.901,0.068,0.119,-1.365
49.3799895,41.7315286,2133.187,2636.334,25.477,0.07,27.031,0.117,0.906,0.716,0.218,0.077,-1.554
49.3532066,41.7391736,636.003,2999.865,23.25,0.053,24.515,0.043,1.919,1.398,0.271,0.269,-1.265
49.3743829,41.7279394,2031.87,3020.1,25.482,0.097,27.083,0.13,1.422,0.803,0.3,0.279,-1.601
49.411732,41.7271227,3717.291,1928.924,25.432,0.098,26.491,0.087,1.5,0.881,0.133,-0.029,-1.059
49.3635214,41.7212641,1824.12,3747.084,25.464,0.112,26.545,0.104,1.738,1.09,0.375,0.333,-1.081
