RA,Dec,x,y,F814W,err,F475W,err_1,chi_I,chi_B,sharp_I,sharp_B,color
49.3234434,41.3933317,3888.857,2959.207,25.089,0.062,26.632,0.093,1.584,1.38,0.079,0.038,-1.543
49.3264407,41.3869067,3399.107,2978.072,24.752,0.056,26.707,0.132,1.408,1.792,0.158,0.144,-1.955
49.3264959,41.387228,3420.339,2987.715,23.37,0.046,24.775,0.026,1.785,0.787,0.201,0.042,-1.405
49.330148,41.3783874,2753.947,2989.342,25.269,0.046,26.622,0.107,0.954,1.675,-0.071,-0.173,-1.353
49.3255492,41.3905385,3663.206,3008.853,25.054,0.048,26.627,0.096,1.076,1.402,0.028,0.098,-1.573
49.3273606,41.3868851,3383.023,3025.113,24.983,0.05,26.833,0.088,1.087,0.93,0.162,-0.067,-1.85
49.3270701,41.3883013,3485.101,3040.063,24.224,0.036,25.885,0.073,1.067,1.761,0.035,0.184,-1.661
49.3303143,41.3808353,2919.779,3049.697,24.802,0.042,26.455,0.074,1.11,1.182,0.119,0.016,-1.653
49.3410285,41.3552142,986.39,3061.414,24.947,0.039,26.51,0.082,0.92,1.326,0.004,-0.11,-1.563
49.3346865,41.3708094,2160.378,3063.502,24.787,0.044,26.203,0.054,1.188,0.955,0.038,0.115,-1.416
49.3308674,41.3814359,2952.345,3090.96,25.007,0.053,26.366,0.069,1.286,1.155,-0.17,0.033,-1.359
49.3305765,41.3826802,3042.595,3102.248,24.531,0.046,26.101,0.051,1.408,0.952,-0.1,0.066,-1.57
49.3285708,41.3885992,3481.792,3123.853,24.163,0.021,25.702,0.043,0.451,0.981,0.021,-0.069,-1.539
49.3311103,41.3844416,3155.356,3167.065,24.639,0.051,26.169,0.056,1.493,1.009,0.239,0.193,-1.53
49.3295715,41.3884429,3455.157,3172.215,23.835,0.026,25.231,0.039,0.78,1.184,0.068,0.075,-1.396
49.3320997,41.3824308,3001.265,3175.632,24.849,0.06,26.477,0.092,1.703,1.53,-0.069,0.116,-1.628
49.3381941,41.3677994,1897.56,3181.038,23.377,0.024,25.77,0.056,0.796,1.408,-0.007,0.278,-2.393
49.3301377,41.3877637,3399.427,3187.09,23.883,0.02,25.488,0.041,0.498,1.1,0.032,-0.024,-1.605
49.3303985,41.3885754,3451.156,3217.722,25.047,0.073,26.436,0.071,1.93,1.131,0.049,0.04,-1.389
49.3323285,41.3842213,3120.868,3225.311,22.657,0.038,24.123,0.03,1.628,1.232,0.225,0.169,-1.466
49.3288015,41.3932294,3796.803,3233.687,24.967,0.052,26.504,0.077,1.334,1.2,0.136,0.242,-1.537
49.3320188,41.387371,3342.554,3275.918,24.597,0.036,26.046,0.058,0.97,1.185,0.112,0.071,-1.449
49.3386278,41.3713067,2132.069,3277.583,24.68,0.049,25.929,0.048,1.431,1.003,0.223,0.087,-1.249
49.3347067,41.3811311,2870.456,3282.781,24.377,0.03,26.032,0.056,0.808,1.165,0.066,-0.054,-1.655
49.3324152,41.3876549,3355.81,3302.391,23.163,0.045,24.525,0.044,1.94,1.855,0.224,0.264,-1.362
49.3337645,41.3862316,3236.444,3341.969,25.022,0.05,26.796,0.086,1.237,1.044,0.005,0.088,-1.774
49.332429,41.3909646,3583.381,3373.087,24.501,0.035,25.883,0.038,0.977,0.736,-0.011,0.1,-1.382
49.3328889,41.3906357,3553.446,3389.88,23.031,0.034,24.605,0.043,1.369,1.8,0.095,0.173,-1.574
49.3386088,41.3827004,2916.561,3517.469,25.027,0.047,26.485,0.051,1.147,0.667,0.141,-0.052,-1.458
49.3331598,41.3964332,3948.161,3526.452,24.74,0.041,26.257,0.06,1.07,1.062,0.178,0.169,-1.517
49.3386537,41.3869193,3206.224,3608.975,24.893,0.043,26.268,0.065,1.061,1.177,0.092,0.172,-1.375
49.345714,41.3712809,2017.889,3643.047,22.792,0.024,24.197,0.026,0.811,1.007,0.088,0.009,-1.405
49.343409,41.3776638,2493.772,3658.904,22.534,0.023,24,0.033,0.789,1.497,0.078,0.064,-1.466
49.3423856,41.3803161,2692.554,3662.111,25.256,0.048,26.552,0.066,0.987,0.901,0.055,-0.166,-1.296
49.3402628,41.386799,3172.421,3689.523,23.969,0.026,25.424,0.039,0.8,1.071,0.065,-0.062,-1.455
49.3422913,41.3828346,2867.396,3710.475,25.143,0.065,27.281,0.099,1.64,0.736,0.221,-0.235,-2.138
49.3396194,41.3965785,3855.717,3863.032,24.897,0.053,26.551,0.066,1.432,0.916,0.133,-0.068,-1.654
49.3416046,41.3933154,3599.648,3896.554,24.764,0.043,26.425,0.052,1.143,0.725,0.149,-0.104,-1.661
49.3534822,41.3676048,1641.679,3966.625,23.753,0.044,25.239,0.036,1.711,1.042,0.196,0.131,-1.486
49.3579414,41.3624588,1216.774,4088.263,24.016,0.051,25.431,0.054,1.904,1.622,0.265,0.272,-1.415
49.3450384,41.3947978,3647.228,4105.185,23.678,0.036,25.198,0.024,1.319,0.584,0.033,0.052,-1.52
49.3494124,41.3858609,2962.766,4142.177,24.425,0.053,25.962,0.049,1.688,0.984,0.27,0.193,-1.537
49.2885811,41.3414803,874.296,61.164,24.816,0.053,26.13,0.069,1.483,1.424,0.261,0.295,-1.314
49.2780921,41.385271,4054.441,447.113,25.41,0.059,26.486,0.088,1.238,1.476,0.179,0.287,-1.076
49.2915755,41.3561433,1835.721,526.395,25.41,0.074,26.563,0.088,1.679,1.375,0.26,0.283,-1.153
49.3053521,41.3358592,220.859,808.684,25.475,0.089,26.664,0.064,1.926,0.77,0.204,-0.099,-1.189
49.295229,41.3832682,3644.275,1289.475,22.248,0.041,23.594,0.037,1.868,1.817,0.217,0.191,-1.346
49.3152261,41.3374916,176.309,1353.443,25.444,0.049,26.843,0.081,0.92,0.935,0.133,-0.008,-1.399
49.3053491,41.3687672,2485.585,1505.08,24.759,0.05,25.973,0.073,1.359,1.708,0.154,-0.039,-1.214
49.3059638,41.3834383,3485.466,1847.353,25.018,0.052,26.434,0.081,1.277,1.37,0.157,0.172,-1.416
49.3137702,41.3748839,2772.789,2069.433,23.264,0.029,24.68,0.043,1.096,1.722,0.071,0.084,-1.416
49.3083696,41.3891624,3841.19,2092.724,25.455,0.073,26.944,0.156,1.589,1.992,0.004,-0.04,-1.489
49.3160756,41.3867884,3555.466,2440.365,24.145,0.035,25.724,0.057,1.011,1.394,0.11,-0.093,-1.579
49.3191715,41.3802689,3057.642,2462.297,23.344,0.023,24.671,0.034,0.756,1.242,0.018,0.073,-1.327
49.3157021,41.3935428,4026.241,2563.992,24.448,0.037,25.755,0.063,1.089,1.666,0.044,0.279,-1.307
49.3205659,41.3834131,3251.897,2600.818,24.74,0.054,26.395,0.076,1.17,1.05,0.173,-0.001,-1.655
49.3189745,41.3890674,3666.296,2638.264,23.002,0.025,24.663,0.032,0.911,1.136,0.074,0.093,-1.661
49.3201954,41.3864035,3463.583,2644.948,25.466,0.08,27.305,0.147,0.843,0.789,0.098,-0.061,-1.839
49.3223715,41.3814584,3088.717,2652.705,24.838,0.045,26.071,0.067,1.072,1.371,0.065,0.07,-1.233
49.321075,41.3871809,3503.125,2706.811,24.779,0.051,26.564,0.09,0.937,1.024,0.156,0.246,-1.785
49.32504,41.3788157,2864.485,2734.61,23.906,0.032,25.302,0.047,1.075,1.442,0.093,0.087,-1.396
49.3235762,41.3843936,3271.603,2777.001,24.393,0.042,26.033,0.053,0.857,0.768,0.045,0.114,-1.64
49.3247189,41.3843904,3253.25,2835.941,24.273,0.045,25.685,0.072,1.192,1.719,0.133,0.228,-1.412
49.3250238,41.3857206,3339.957,2879.819,24.069,0.039,25.925,0.071,1.09,1.437,0.081,0.187,-1.856
49.3267441,41.386926,3395.622,2994.146,24.837,0.048,26.335,0.093,1.122,1.626,0.063,-0.002,-1.498
49.3265855,41.3880745,3477.18,3010.242,24.115,0.023,25.511,0.04,0.534,0.993,-0.049,-0.085,-1.396
49.3266144,41.3891873,3553.305,3035.272,23.578,0.036,25.026,0.044,1.345,1.513,0.14,0.197,-1.448
49.3307223,41.3808988,2917.681,3072.107,23.732,0.035,25.151,0.054,1.229,1.882,0.097,0.181,-1.419
49.329267,41.3849337,3218.469,3082.281,23.755,0.028,25.153,0.045,0.917,1.456,0.091,0.072,-1.398
49.3277506,41.3905985,3632.404,3123.786,25.386,0.072,26.893,0.093,1.575,1.06,-0.037,-0.042,-1.507
49.3471591,41.3509183,593.445,3287.359,24.1,0.044,26.345,0.078,1.546,1.435,-0.181,-0.198,-2.245
49.3345983,41.3824387,2962.168,3304.832,25.367,0.049,26.873,0.083,0.953,0.914,0.085,0.043,-1.506
49.3339697,41.3894854,3457.133,3421.361,24.283,0.036,25.622,0.058,1.097,1.615,-0.025,0.214,-1.339
49.3377626,41.3825839,2921.969,3471.306,23.888,0.022,25.564,0.057,0.554,1.629,0.014,0.051,-1.676
49.3337409,41.3925593,3672.328,3474.544,23.967,0.025,25.39,0.039,0.759,1.082,0.041,0.093,-1.423
49.34741,41.3775002,2419.064,3862.084,24.338,0.022,25.662,0.035,0.458,0.741,-0.005,-0.065,-1.324
49.3470599,41.3912085,3368.135,4133.706,25.242,0.041,26.644,0.067,0.798,0.839,0.039,-0.087,-1.402
49.3027441,41.3473871,1055.637,917.955,25.058,0.046,26.363,0.07,1.107,1.206,0.134,0.058,-1.305
49.3024309,41.3634167,2163.735,1241.098,24.235,0.046,25.438,0.045,1.567,1.267,0.22,-0.041,-1.203
49.3178669,41.3528229,1189.481,1814.262,24.473,0.058,26.128,0.075,1.923,1.562,0.138,0.277,-1.655
49.309044,41.3893589,3844.006,2131.706,24.922,0.046,26.207,0.078,1.154,1.588,-0.041,0.159,-1.285
49.3308978,41.3425713,277.018,2270.686,23.279,0.027,25.078,0.039,0.939,1.23,0.055,0.149,-1.799
49.3143491,41.3847669,3443.758,2308.447,24.66,0.032,25.944,0.052,0.745,1.078,0.008,0.163,-1.284
49.3146373,41.3895783,3770.303,2425.135,25.203,0.048,26.722,0.102,0.998,1.412,0.013,0.078,-1.519
49.3168365,41.3880724,3631.756,2506.821,25.25,0.053,27.138,0.129,0.999,1.183,0.084,0.171,-1.888
49.3191108,41.3835678,3285.646,2528.953,25.436,0.087,27.106,0.136,1.426,1.178,0.199,-0.025,-1.67
49.3190219,41.3876399,3567.305,2610.509,25.248,0.074,26.651,0.112,1.393,1.515,-0.113,-0.097,-1.403
49.3217355,41.389012,3618.662,2779.65,24.329,0.045,25.715,0.057,1.337,1.372,-0.046,-0.007,-1.386
49.3252507,41.3862558,3373.188,2902.857,24.811,0.056,26.91,0.122,1.198,1.196,0.181,0.148,-2.099
49.3255189,41.3908463,3684.869,3013.798,23.604,0.041,25.167,0.057,1.533,1.985,0.227,0.205,-1.563
49.3310907,41.382247,3004.626,3119.643,24.59,0.04,25.933,0.057,1.128,1.26,0.129,0.118,-1.343
49.3391352,41.3821631,2871.229,3533.293,24.771,0.057,26.271,0.079,1.682,1.522,0.152,0.264,-1.5
49.3206391,41.375348,2695.678,2433.986,24.617,0.035,26.02,0.071,0.92,1.585,0.129,0.017,-1.403
49.3190534,41.3863109,3475.337,2584.021,23.363,0.046,24.85,0.053,1.676,1.912,0.232,0.227,-1.487
49.3104282,41.3751676,2845.388,1902.849,24.412,0.041,25.811,0.067,1.261,1.661,0.05,0.163,-1.399
