RA,Dec,x,y,F814W,err,F475W,err_1,chi_I,chi_B,sharp_I,sharp_B,color
49.5580594,41.7932811,2594.109,452.526,23.761,0.037,25.246,0.046,1.254,1.094,0.133,0.071,-1.485
49.5659983,41.8049634,3535.956,497.331,25.283,0.045,26.82,0.103,0.568,0.682,0.099,0.069,-1.537
49.5624749,41.7982582,3018.059,522.244,25.083,0.044,26.329,0.082,0.659,0.874,0.095,0.101,-1.246
49.5419656,41.7603202,75.046,634.325,23.578,0.042,25.423,0.051,1.522,1.081,0.043,-0.183,-1.845
49.5632223,41.7946877,2799.883,664.005,25.152,0.045,26.575,0.081,0.641,0.608,0.095,-0.149,-1.423
49.5432921,41.7601997,96.252,702.889,24.978,0.036,26.48,0.08,0.506,0.705,-0.065,0.12,-1.502
49.5708807,41.8041224,3587.899,761.209,25.381,0.057,27.077,0.15,0.756,0.869,0.046,-0.07,-1.696
49.5502621,41.7660101,631.085,873.449,24.926,0.05,26.373,0.084,0.973,0.853,0.17,0.03,-1.447
49.5512066,41.7659061,644.994,922.799,24.773,0.039,26.458,0.065,0.728,0.515,0.137,-0.051,-1.685
49.5740258,41.803215,3597.347,941.966,23.658,0.038,25.038,0.045,1.346,1.246,0.207,0.245,-1.38
49.5602725,41.7792806,1722.833,973.232,25.485,0.073,26.87,0.116,1.037,0.753,-0.198,-0.202,-1.385
49.551946,41.7597269,255.223,1140.961,25.221,0.065,26.603,0.105,1.098,0.926,-0.08,0.083,-1.382
49.5553736,41.7650769,682.019,1151.428,25.146,0.065,26.387,0.068,1.172,0.603,0.025,0.116,-1.241
49.5549416,41.7570871,147.569,1365.512,25.228,0.082,26.808,0.138,1.431,1.056,0.11,-0.243,-1.58
49.5849089,41.8067346,4067.587,1371.222,22.607,0.032,23.886,0.033,1.425,1.471,0.066,-0.089,-1.279
49.5770309,41.7928507,2982.441,1394.486,25.312,0.043,26.712,0.106,0.513,0.803,0.111,-0.037,-1.4
49.5567825,41.7572531,198.917,1450.85,23.99,0.037,25.789,0.055,1.108,0.84,0.161,0.12,-1.799
49.5881005,41.7964923,3464.847,1829.347,24.739,0.057,25.99,0.074,1.338,1.088,0.182,-0.022,-1.251
49.5768274,41.7505633,199.832,2630.35,22.003,0.028,24.134,0.041,1.245,1.817,0.019,0.186,-2.131
49.6154679,41.793983,3901.509,3243.569,22.913,0.026,24.462,0.037,1.006,1.319,-0.088,-0.144,-1.549
49.5972488,41.745953,345.956,3767.104,24.94,0.064,26.507,0.077,1.332,0.623,0.203,-0.079,-1.567
49.6169428,41.7769078,2812.392,3819.376,22.033,0.033,24.14,0.04,1.614,1.733,-0.09,-0.255,-2.107
49.6275036,41.7906452,3946.952,3931.407,24.723,0.062,26.38,0.06,1.475,0.425,0.213,0.009,-1.657
49.634084,41.7919139,4175.02,4216.207,23.977,0.049,25.4,0.044,1.641,0.869,0.209,0.19,-1.423
49.5379104,41.7616977,76.528,395.015,25.159,0.069,26.543,0.066,1.242,0.435,0.272,0.061,-1.384
49.5640776,41.8097052,3805.329,263.614,25.393,0.039,27.143,0.134,0.391,0.664,0.086,0.156,-1.75
49.5768578,41.786268,2546.181,1579.939,23.804,0.038,25.292,0.043,1.272,0.929,0.109,0.196,-1.488
