RA,Dec,x,y,F814W,err,F475W,err_1,chi_I,chi_B,sharp_I,sharp_B,color
49.286533,41.3199335,1741.127,3212.776,24.526,0.044,25.862,0.055,1.365,1.29,0.276,0.162,-1.336
49.3071778,41.3370409,3400.809,3305.212,25.01,0.057,26.448,0.081,1.454,1.239,0.076,0.18,-1.438
49.3032155,41.3327497,3025.894,3333.184,24.712,0.048,26.039,0.066,1.232,1.254,0.201,-0.065,-1.327
49.3038281,41.333018,3061.746,3346.763,25.097,0.061,26.82,0.137,1.141,1.371,-0.007,-0.253,-1.723
49.2816673,41.3115048,1103.873,3390.059,24.121,0.049,25.471,0.032,1.828,0.823,0.288,0.147,-1.35
49.3044693,41.3326469,3062.799,3390.521,24.862,0.046,26.67,0.115,0.947,1.254,0.058,0.055,-1.808
49.2724765,41.3025161,288.08,3410.791,25.212,0.05,26.536,0.068,1.115,0.885,0.107,0.074,-1.324
49.2851231,41.3137526,1347.25,3433.508,25.196,0.069,26.579,0.062,1.656,0.708,0.123,0.077,-1.383
49.3068506,41.3328193,3153.469,3482.758,23.805,0.038,25.52,0.037,1.411,0.911,0.215,0.145,-1.715
49.2776696,41.305696,642.751,3485.114,25.35,0.055,26.482,0.078,1.168,1.12,0.03,0.177,-1.132
49.3076208,41.3332229,3202.255,3496.83,25.208,0.059,26.65,0.074,1.245,0.809,0.082,0.069,-1.442
49.2767408,41.3044228,539.892,3503.729,23.041,0.03,24.518,0.03,1.339,1.41,0.129,0.078,-1.477
49.3053264,41.3301827,2954.082,3538.187,25.466,0.055,26.757,0.057,1.023,0.46,-0.102,-0.023,-1.291
49.2803628,41.3069616,805.22,3541.012,24.166,0.038,25.68,0.033,1.355,0.704,0.153,0.092,-1.514
49.2981456,41.3227479,2293.728,3573.324,24.66,0.045,26.044,0.048,1.331,0.876,0.129,0.076,-1.384
49.3043224,41.3283919,2819.715,3577.15,24.588,0.045,26.232,0.056,1.484,0.934,0.212,0.112,-1.644
49.3055227,41.3269174,2778.054,3694.396,25.154,0.036,26.757,0.069,0.752,0.655,0.052,0.039,-1.603
49.3163567,41.3365965,3688.262,3710.948,25.279,0.057,26.596,0.072,1.209,0.849,0.132,0.052,-1.317
49.2945263,41.314012,1681.73,3817.003,24.967,0.038,26.386,0.063,0.916,0.927,0.092,-0.047,-1.419
49.2515861,41.3536469,2439.791,217.242,22.824,0.027,24.505,0.038,1.213,1.864,0.141,0.207,-1.681
49.2475482,41.3498001,2087.202,221.724,22.28,0.029,24.013,0.022,1.406,1.141,-0.009,-0.109,-1.733
49.2675483,41.3659682,3672.029,329.961,24.934,0.055,26.091,0.038,1.48,0.532,0.217,0.029,-1.157
49.2604741,41.3583836,3007.036,376.233,22.544,0.03,24.303,0.029,1.459,1.439,0.093,0.136,-1.759
49.2757537,41.3514231,3136.862,1333.432,23.196,0.042,24.746,0.029,1.989,1.167,0.206,0.196,-1.55
49.2468356,41.3219761,505.277,1451.494,24.61,0.054,26.089,0.058,1.705,1.116,0.109,0.106,-1.479
49.2690377,41.3415523,2356.032,1498.295,23.754,0.023,25.468,0.043,0.826,1.236,0.084,0.098,-1.714
49.2512828,41.3214669,627.988,1661.524,24.63,0.033,26.401,0.071,0.929,1.063,-0.011,0.121,-1.771
49.2913202,41.3577541,4020.479,1700.587,24.792,0.039,26.818,0.115,1.074,1.379,0.117,0.085,-2.026
49.2869876,41.3502205,3451.552,1859.871,24.682,0.043,26.057,0.054,1.259,1.034,0.046,0.015,-1.375
49.2742366,41.3291058,1836.19,2280.494,25.346,0.051,26.582,0.076,1.061,0.976,0.103,-0.129,-1.236
49.2609798,41.31313,491.08,2446.725,25.472,0.07,26.778,0.108,1.436,1.31,0.288,0.201,-1.306
49.2993603,41.3418893,3406.147,2757.102,23.887,0.044,25.353,0.03,1.763,0.788,0.245,0.063,-1.466
49.2792669,41.3216702,1591.132,2828.707,24.095,0.042,25.6,0.047,1.543,1.281,0.141,0.123,-1.505
49.2802491,41.3128284,1129.695,3270.488,23.887,0.023,25.25,0.033,0.802,1.026,0.049,0.172,-1.363
49.2891893,41.3181018,1728.993,3407.401,23.24,0.029,25.478,0.032,1.273,0.807,0.015,-0.016,-2.238
49.3059507,41.3331601,3141.915,3429.506,24.925,0.055,26.56,0.087,1.147,0.976,0.116,0.248,-1.635
49.3116252,41.3364856,3521.061,3517.207,25.049,0.061,26.574,0.069,1.561,0.86,0.232,0.022,-1.525
49.3086837,41.3280968,2951.606,3773.771,24.988,0.033,26.361,0.048,0.756,0.615,0.052,0.041,-1.373
49.3079661,41.3267629,2852.552,3804.064,22.977,0.038,24.786,0.03,1.782,1.184,-0.176,-0.106,-1.809
49.3133552,41.3272247,3061.784,4009.568,24.661,0.032,26.027,0.045,0.877,0.807,0.129,0.039,-1.366
49.3058551,41.3374153,3376.76,3232.675,24.894,0.057,26.448,0.063,1.561,0.852,0.206,0.125,-1.554
49.3078711,41.3323399,3161.368,3547.357,23.801,0.028,25.391,0.039,1.024,1.102,0.074,-0.012,-1.59
49.2492574,41.3497052,2139.981,297.851,24.731,0.049,26.225,0.086,1.459,1.648,-0.071,0.149,-1.494
49.2973023,41.3491646,3743.256,2341.02,22.392,0.023,24.05,0.018,1.09,0.806,-0.05,0.089,-1.658
49.2574806,41.3513501,2511.566,568.945,24.862,0.042,26.116,0.071,1.086,1.371,0.118,0.114,-1.254
