RA,Dec,x,y,F814W,err,F475W,err_1,chi_I,chi_B,sharp_I,sharp_B,color
50.0176878,41.2782931,3313.598,3942.326,23.279,0.05,24.611,0.035,1.764,1.099,0.155,0.051,-1.332
50.0087381,41.27619,2808.92,3994.701,25.307,0.052,26.596,0.103,0.672,0.981,0.009,-0.085,-1.289
49.9849758,41.2714976,1481.598,4070.569,25.343,0.064,26.667,0.065,0.907,0.406,0.12,0.121,-1.324
49.9835931,41.270782,1398.028,4106.203,25.219,0.058,26.694,0.091,0.846,0.715,0.156,-0.156,-1.475
50.0177873,41.2754511,3278.302,4143.957,24.773,0.067,26.29,0.069,1.453,0.76,0.258,0.16,-1.517
50.0083081,41.273559,2748.533,4175.753,25.246,0.046,26.753,0.073,0.596,0.411,0.047,0.018,-1.507
49.9875257,41.3080836,2140.037,1516.265,24.618,0.04,25.952,0.073,0.712,1.156,0.153,0.111,-1.334
49.9762222,41.30489,1495.184,1620.161,24.986,0.066,26.635,0.144,1.07,1.381,0.118,-0.002,-1.649
49.9933691,41.3062548,2423.633,1708.08,25.378,0.062,26.844,0.112,0.821,0.815,0.138,0.11,-1.466
50.0150847,41.3083256,3604.355,1795.006,25.492,0.064,26.754,0.125,0.809,1.104,-0.058,0.204,-1.262
49.9667379,41.299526,915.647,1896.669,25.419,0.083,26.915,0.123,1.042,0.799,-0.041,-0.017,-1.496
49.9731567,41.3003971,1268.384,1904.234,25.215,0.071,27.243,0.201,0.822,0.981,-0.026,0.032,-2.028
49.9770439,41.2997806,1465.63,1989.526,25.386,0.068,27.064,0.159,0.821,0.992,-0.069,-0.029,-1.678
49.9727789,41.299089,1229.637,1992.474,25.437,0.076,26.993,0.168,0.866,1.134,0,0.087,-1.556
49.9692669,41.2983514,1032.896,2006.757,25.208,0.068,26.852,0.174,0.955,1.422,0.072,0.217,-1.644
49.9914843,41.3003651,2239.519,2103.455,23.69,0.031,25.291,0.075,0.805,1.99,0.088,0.211,-1.601
49.9731005,41.295228,1191.422,2268.38,24.885,0.056,26.634,0.128,0.981,1.244,0.084,0.264,-1.749
50.0197595,41.2890092,3576.435,3208.308,25.355,0.075,26.992,0.09,1.168,0.448,0.198,0.097,-1.637
49.9978993,41.2828158,2328.784,3410.75,22.323,0.035,24.316,0.032,1.225,1.086,-0.034,-0.138,-1.993
50.0061842,41.3109593,3170.166,1513.663,23.333,0.056,24.873,0.06,1.942,1.903,0.259,0.089,-1.54
49.9567996,41.3028214,436.018,1557.218,24.874,0.058,26.338,0.104,1.068,1.273,0.177,0.173,-1.464
49.9635404,41.3033892,801.465,1589.683,24.083,0.044,26.041,0.061,1.063,0.743,0.147,0.118,-1.958
49.9748591,41.3035606,1403.906,1699.312,23.883,0.045,25.423,0.05,1.144,0.96,0.149,0.114,-1.54
49.9740524,41.3011102,1326.074,1863.545,25.473,0.089,26.748,0.129,0.665,0.804,-0.011,0.097,-1.275
49.9879334,41.2826629,1798.123,3314.477,25.039,0.067,26.683,0.095,1.23,0.777,0.203,0.176,-1.644
49.9568174,41.3015297,418.461,1648.552,25.044,0.069,26.191,0.104,1.248,1.461,0.014,0.119,-1.147
49.9687201,41.2740751,656.373,3713.87,25.474,0.078,26.932,0.132,1.092,0.963,0.246,0.223,-1.458
49.986872,41.3149899,2204.156,1021.901,25.222,0.079,26.724,0.123,1.35,1.083,0.281,0.069,-1.502
49.9719779,41.2946968,1124.305,2293.788,25.354,0.081,27.004,0.15,1.149,1.005,0.152,0.267,-1.65
49.9666013,41.3012531,933.134,1773.335,25.276,0.05,26.705,0.121,0.457,0.926,-0.009,0.075,-1.429
